,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Pair,Root,Subcategory
28,KEGG_2021_Human,Phagosome,57/152,2.551034817278512e-12,2.7797482836552056e-11,0,0,3.55519888346127,94.9043349098276,ITGB1;SCARB1;ITGAM;CLEC4M;TFRC;ITGB5;NCF2;ITGB2;MPO;CTSS;FCAR;COMP;FCGR3B;LAMP1;TUBB3;CTSL;LAMP2;MRC1;OLR1;ITGAV;CD36;NOS1;MBL2;ATP6V1G1;ATP6V1G2;ITGA2;STX7;SFTPD;TAP1;HLA-A;HLA-E;HGS;ITGA5;TLR4;TLR2;COLEC12;SFTPA2;C1R;THBS2;CORO1A;THBS4;C3;CLEC7A;CD14;ATP6V1D;RILP;ATP6V1F;MSR1;DYNC1H1;M6PR;MARCO;PIKFYVE;FCGR2A;CD209;HLA-DRA;SFTPA1;FCGR2B,0,Cellular Processes,Transport and catabolism
29,KEGG_2021_Human,Amoebiasis,44/102,3.108269487596537e-12,3.2740438602683525e-11,0,0,4.484531266843133,118.82642308152838,CSF2;CXCL8;ITGAM;LAMA1;LAMA4;ITGB2;HSPB1;CXCL1;CD1C;C8B;CXCL3;TNF;MUC2;C9;PRDX1;CASP3;IL12B;CD14;IL10;TGFB2;ARG2;TGFB1;NOS2;IL1R1;ARG1;IL1R2;FN1;SERPINB9;LAMB1;ACTN4;NFKB1;SERPINB6;COL1A1;IL6;COL3A1;IFNG;COL4A1;COL4A4;IL1B;GNAS;PLCB1;PLCB2;TLR4;TLR2,0,Human Diseases,Infectious disease: parasitic
30,KEGG_2021_Human,Proteoglycans in cancer,69/205,5.208929700593087e-12,5.3097476947981145e-11,0,0,3.011585906261593,78.24294947647827,ITGB1;CDKN1A;ITGB5;ARAF;FASLG;FZD10;FGF2;TNF;IGF1R;PPP1CC;SHH;CTSL;PLAU;AKT2;CASP3;AKT3;KDR;IL12B;TIMP3;ITGAV;HRAS;VAV3;MAP2K1;ARHGEF12;PPP1R12A;HGF;ITGA2;PLAUR;ANK2;WNT9A;HSPG2;MMP9;DCN;HCLS1;ARHGEF1;ITGA5;EZR;PPP1R12B;TP53;TLR4;MET;HBEGF;TLR2;CD63;SDC4;SRC;PXN;ITPR1;HIF1A;EGFR;RRAS;ERBB3;ERBB4;GPC1;ERBB2;EIF4B;SMAD2;TGFB2;TGFB1;FN1;FZD8;ESR1;VEGFA;MAPK13;COL1A1;SDC1;FAS;PTPN6;HPSE,0,Human Diseases,Cancer: overview
31,KEGG_2021_Human,Fluid shear stress and atherosclerosis,53/139,6.995455969820337e-12,6.908012770197583e-11,0,0,3.648500931853172,93.71452048049588,NCF2;PLAT;TNF;ICAM1;CDH5;NPPC;THBD;CTSL;AKT2;AKT3;KDR;RAC3;ITGAV;IKBKG;MAP3K5;EDN1;IL1R1;IL1R2;FOS;MMP9;TNFRSF1A;IL1A;IFNG;IL1B;PECAM1;TP53;SDC4;SRC;GSTP1;PDGFB;PDGFA;TXN;HSP90B1;MAPK9;GPC1;HMOX1;CCL2;GSTT2B;MAP2K6;GSTM4;JUN;VCAM1;NOS3;SELE;NFKB1;ASS1;MAPK13;VEGFA;BMP4;GSTA3;GSTA1;BCL2;SDC1,0,Human Diseases,Cardiovascular disease
32,KEGG_2021_Human,Tuberculosis,62/180,2.0396545240591004e-11,1.9531237260687144e-10,0,0,3.114526744826688,76.66611764650868,ITGAM;CLEC4M;ITGB2;LSP1;TNF;CTSS;CASP9;CASP8;FCGR3B;LAMP1;CASP10;AKT2;CASP3;AKT3;LAMP2;MRC1;ITGAX;EP300;IL12B;LBP;CTSD;IL10;ARHGEF12;CR1;IFNGR1;IFNGR2;IL18;IRAK4;TNFRSF1A;TLR1;IL1A;IFNG;IL1B;TLR4;TLR2;CEBPB;SRC;CORO1A;C3;MAPK9;PPP3R1;IRAK1;CLEC7A;CD14;FADD;BID;CD74;TGFB2;TGFB1;NFYA;NOS2;IL10RB;IL10RA;NFKB1;MAPK13;IL6;FCGR2A;CD209;BCL2;HLA-DRA;BAX;FCGR2B,0,Human Diseases,Infectious disease: bacterial
33,KEGG_2021_Human,HIF-1 signaling pathway,44/109,4.606334685646408e-11,4.2811816490125434e-10,0,0,3.999935875170332,95.20248800951832,CDKN1A;FLT1;TFRC;EPO;SERPINE1;ENO1;ENO2;ENO3;HIF1A;HK2;EGFR;IGF1R;AKT2;AKT3;ERBB2;EIF4EBP1;EP300;HMOX1;ELOB;TIMP1;IL6R;EIF4E;EGLN1;MAP2K1;EDN1;ANGPT2;ANGPT1;NOS2;IFNGR1;EGF;NOS3;INSR;IFNGR2;ARNT;NFKB1;VEGFA;IL6;TF;IFNG;BCL2;LTBR;TEK;GAPDH;TLR4,0,Environmental Information Processing,Signal transduction
34,KEGG_2021_Human,Regulation of actin cytoskeleton,69/218,1.2072841313369187e-10,1.090005101435618e-09,0,0,2.7467207216528786,62.72817298880566,ITGB1;CHRM1;ITGAM;ITGB5;ITGB2;ARAF;BRK1;WASL;ITGAL;FGF2;FGF3;CRKL;FGF5;FGF6;PPP1CC;FGF7;FGF9;ITGAX;RAC3;ITGAV;ITGB7;ITGB6;HRAS;GIT1;VAV3;PDGFRB;PDGFRA;MAP2K1;ARHGEF12;PPP1R12A;ITGA2;F2R;ACTN4;F2;ENAH;MYH9;ARHGEF1;ITGA6;ITGA5;EZR;PPP1R12B;SRC;PXN;PDGFB;PDGFA;IQGAP2;EGFR;FGD3;SCIN;RRAS;PDGFC;FGF20;WASF1;FGF23;PAK4;FGF21;GSN;EGF;FN1;BAIAP2;SSH3;MYLPF;FGF16;PIKFYVE;CXCL12;FGF19;ITGA11;FGFR4;FGFR2,0,Cellular Processes,Cell motility
35,KEGG_2021_Human,Toxoplasmosis,44/112,1.3299841169265936e-10,1.1674305026355655e-09,0,0,3.822793862247921,86.93294695068906,ITGB1;CD40;LAMA1;LAMA4;LY96;XIAP;TNF;CASP9;MAPK9;CASP8;IRAK1;AKT2;CASP3;AKT3;IL12B;IKBKG;LDLR;MAP2K6;IL10;TGFB2;TGFB1;NOS2;IFNGR1;IL10RB;IFNGR2;IL10RA;LAMB1;HSPA2;IRAK4;NFKB1;TNFRSF1A;MAPK13;CD40LG;IFNG;PPIF;BCL2;HLA-DRA;TAB2;ITGA6;TLR4;BIRC2;BCL2L1;TLR2;HSPA1A,0,Human Diseases,Infectious disease: parasitic
36,KEGG_2021_Human,Chemokine signaling pathway,63/192,1.4498504833297328e-10,1.2382506830599879e-09,0,0,2.894031549845504,65.56252083148955,CXCL6;CXCL9;CXCL8;CXCL1;CXCL13;CXCL3;CXCL14;CX3CL1;CXCL5;CRKL;CXCL16;GNGT1;AKT2;AKT3;RAC3;IKBKG;HRAS;VAV3;MAP2K1;FGR;PARD3;XCL1;PLCB1;PLCB2;CCL14;CCL13;CCL11;SHC1;SRC;PXN;WAS;FOXO3;RAP1A;CCL8;GRK5;CCL7;CCL5;CCL4;CCL3;CCL2;CCL19;CCL18;CCL17;CCL16;CCL15;LYN;CCL25;STAT5B;CCL24;CCL23;CCL22;CCL21;CCL20;STAT2;PPBP;NFKB1;CXCL10;CXCL11;CXCL12;CCL28;CCL27;CCL26;PF4,0,Organismal Systems,Immune system
37,KEGG_2021_Human,Human T-cell leukemia virus 1 infection,69/219,1.5139037994423778e-10,1.258930527957346e-09,0,0,2.7282480728801684,61.68885183383664,ATF2;NRP1;CD40;CDKN1A;CSF2;ITGB2;PTEN;CD3G;TNFRSF13C;CD3E;ITGAL;CD3D;TNF;ICAM1;CCND2;PTTG1;AKT2;CDC26;CHEK2;AKT3;CDC27;EP300;IKBKG;B2M;HRAS;IL15RA;MAP2K1;MMP7;IL1R1;IL15;IL1R2;HLA-A;FOS;TGFBR1;HLA-E;TGFBR2;TNFRSF1A;CREB3;ESPL1;CCNE1;LTA;TP53;MAD1L1;ATF4;XIAP;IL2RG;RELB;MAPK9;PPP3R1;SMAD2;STAT5B;RANBP1;JUN;TGFB2;SMAD3;TGFB1;NFATC3;NFATC1;IL2;NFKB1;NFKB2;IL6;CD4;IL2RA;IL2RB;HLA-DRA;BAX;LTBR;BCL2L1,0,Human Diseases,Infectious disease: viral
38,KEGG_2021_Human,Hepatitis B,56/162,1.6106286821154163e-10,1.3050222142268502e-09,0,0,3.127244967127561,70.51695458869409,ATF2;CDKN1A;CXCL8;ARAF;FASLG;TNF;CASP9;CASP8;YWHAQ;CASP10;AKT2;CASP3;AKT3;EP300;IKBKG;HRAS;MAP2K1;DDX58;FOS;IRAK4;HSPG2;MMP9;TGFBR1;TGFBR2;CREB3;CCNE1;TRAF3;TP53;TLR4;TLR3;ATF4;IFNAR1;TLR2;PCNA;SRC;MAPK9;IRAK1;FADD;BID;MAP2K6;STAT5B;JUN;TGFB2;SMAD3;TGFB1;STAT2;NFATC3;NFATC1;NFKB1;MAPK13;IL6;MAVS;BCL2;BAX;FAS;TAB2,0,Human Diseases,Infectious disease: viral
39,KEGG_2021_Human,Intestinal immune network for IgA production,26/48,1.7644854919222535e-10,1.3939435386185804e-09,0,0,6.957510904697649,156.25172276292906,CD86;PIGR;CD40;TNFRSF13B;CD80;TNFRSF13C;TNFSF13B;TNFRSF17;ITGB7;ICOSLG;CCL25;IL10;IL15RA;TGFB1;IL15;TNFSF13;IL2;IL4;IL6;CD40LG;CXCL12;IL5;CD28;HLA-DRA;LTBR;CCL28,0,Organismal Systems,Immune system
40,KEGG_2021_Human,Th1 and Th2 cell differentiation,38/92,4.304652086266309e-10,3.317731851854033e-09,0,0,4.152217728994159,89.5473695242027,NOTCH2;NOTCH3;NOTCH1;CD3G;GATA3;CD3E;IL2RG;CD3D;DLL1;DLL4;MAPK9;PPP3R1;IL12B;IKBKG;IL12RB1;IL12RB2;STAT5B;JUN;IL4R;IFNGR1;IFNGR2;IL13;NFATC3;NFATC1;FOS;IL2;NFKB1;MAPK13;IL4;CD4;IL5;IFNG;IL2RA;IL2RB;HLA-DRA;PRKCQ;NFKBIE;LAT,0,Organismal Systems,Immune system
41,KEGG_2021_Human,B cell receptor signaling pathway,35/81,4.782824509552601e-10,3.598506059568147e-09,0,0,4.4869700710586535,96.29405549852234,LILRA6;INPPL1;DAPP1;LILRA2;LILRA3;LILRA4;LILRA5;CD79B;PPP3R1;AKT2;INPP5D;AKT3;BLNK;RAC3;IKBKG;HRAS;VAV3;LYN;CR2;MAP2K1;JUN;CD72;NFATC3;LILRB1;NFATC1;FOS;LILRB2;LILRB4;LILRB5;NFKB1;PTPN6;FCGR2B;NFKBIE;PIK3AP1;CD22,0,Organismal Systems,Immune system
42,KEGG_2021_Human,Adherens junction,32/71,7.148645483466182e-10,5.25342319250073e-09,0,0,4.835661513627615,101.83384781252362,SRC;WAS;PTPRM;WASL;PTPRF;EGFR;IGF1R;CDH1;ERBB2;CTNNA1;EP300;RAC3;WASF1;ACP1;WASF3;PTPN1;SMAD3;YES1;CSNK2A1;INSR;ACTN4;SORBS1;BAIAP2;TGFBR1;TGFBR2;PTPRB;PARD3;PTPN6;NECTIN4;MET;NECTIN2;NECTIN1,0,Cellular Processes,Cellular community - eukaryotes
43,KEGG_2021_Human,Melanoma,32/72,1.1070499981577815e-09,7.95063180495134e-09,0,0,4.71449325492909,97.22023861613316,CDKN1A;ARAF;PTEN;PDGFB;PDGFA;FGF2;FGF3;EGFR;IGF1R;FGF5;FGF6;FGF7;FGF9;CDH1;AKT2;AKT3;PDGFC;FGF20;HRAS;FGF23;FGF21;PDGFRB;PDGFRA;MAP2K1;GADD45B;EGF;HGF;FGF16;FGF19;BAX;MET;TP53,0,Human Diseases,Cancer: specific types
44,KEGG_2021_Human,Toll-like receptor signaling pathway,39/104,6.987129768303539e-09,4.906517792853152e-08,0,0,3.539251040221914,66.46428892347662,CD86;CD40;CXCL9;CXCL8;CD80;LY96;TNF;MAPK9;CASP8;IRAK1;AKT2;CCL5;AKT3;CCL4;CCL3;SPP1;IL12B;CD14;FADD;IKBKG;LBP;MAP2K6;MAP2K1;JUN;FOS;IRAK4;NFKB1;MAPK13;TLR1;CXCL10;CXCL11;IL6;TRAF3;IL1B;TAB2;TLR4;TLR3;IFNAR1;TLR2,0,Organismal Systems,Immune system
45,KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,35/89,9.726732123130196e-09,6.63837134635113e-08,0,0,3.820438340002052,70.48092826465394,CD274;PTEN;CD3G;CD3E;CD3D;HIF1A;EGFR;PPP3R1;AKT2;AKT3;IKBKG;HRAS;MAP2K6;MAP2K1;JUN;CSNK2A1;IFNGR1;EGF;IFNGR2;NFATC3;NFATC1;FOS;NFKB1;BATF;MAPK13;CD4;IFNG;CD28;PRKCQ;PTPN6;PDCD1;NFKBIE;TLR4;LAT;TLR2,0,Human Diseases,Cancer: overview
46,KEGG_2021_Human,Prostate cancer,37/97,9.873527002484276e-09,6.63837134635113e-08,0,0,3.636111111111111,67.02592219550625,CDKN1A;GSTP1;ARAF;PDGFB;PTEN;PDGFA;TGFA;PLAT;KLK3;FOXO1;EGFR;IGF1R;HSP90B1;CASP9;PLAU;AKT2;AKT3;PDGFC;ERBB2;EP300;IKBKG;HRAS;PDGFRB;PDGFRA;MAP2K1;EGF;IL1R2;MMP3;MMP9;NFKB1;CREB3;SPINT1;CCNE1;BCL2;TP53;FGFR2;ATF4,0,Human Diseases,Cancer: specific types
47,KEGG_2021_Human,Yersinia infection,46/137,1.8978500216981218e-08,1.2494179309512638e-07,0,0,2.98447329521365,53.0638130225082,ITGB1;CXCL8;SRC;PXN;WAS;WASL;TNF;CRKL;MAPK9;IRAK1;AKT2;AKT3;CASP1;RAC3;CCL2;IKBKG;MAP2K6;IL10;VAV3;MAP2K1;JUN;FYB1;ARHGEF12;FN1;NFATC3;IL18;NFATC1;TRAF2;FOS;IRAK4;BAIAP2;IL2;NFKB1;MAPK13;IL6;CD4;FCGR2A;CD8A;IL1B;TAB2;ARHGEF1;ITGA5;TLR4;LAT;SKAP2;ARF6,0,Human Diseases,Infectious disease: bacterial
48,KEGG_2021_Human,Relaxin signaling pathway,44/129,2.2531611058435193e-08,1.4530589988705146e-07,0,0,3.055178472917476,53.79664140817892,ATF2;SHC1;SRC;EGFR;GNGT1;MAPK9;EDNRB;AKT2;AKT3;NOS1;INSL3;HRAS;INSL5;SMAD2;MAP2K1;JUN;EDN1;TGFB1;NOS2;MMP1;NOS3;VEGFB;VEGFC;VEGFD;FOS;MMP9;NFKB1;TGFBR1;TGFBR2;MAPK13;VEGFA;COL1A1;ACTA2;CREB3;COL3A1;MMP13;COL4A1;COL4A4;GNAS;RLN2;RLN1;PLCB1;PLCB2;ATF4,0,Organismal Systems,Endocrine system
49,KEGG_2021_Human,T cell receptor signaling pathway,38/104,2.472327689299042e-08,1.562511099636995e-07,0,0,3.39487421879103,59.46298949270998,CSF2;CD3G;CD3E;TNF;CD3D;MAPK9;PPP3R1;AKT2;GRAP2;AKT3;NCK2;CTLA4;IKBKG;HRAS;PAK4;IL10;VAV3;MAP2K1;JUN;NFATC3;NFATC1;FOS;IL2;NFKB1;MAPK13;IL4;CD4;IL5;PTPRC;CD40LG;IFNG;CD8A;CD28;PRKCQ;PTPN6;PDCD1;NFKBIE;LAT,0,Organismal Systems,Immune system
50,KEGG_2021_Human,Leishmaniasis,31/77,3.51428592680115e-08,2.1774791232728694e-07,0,0,3.968676709363161,68.11774947212912,ITGB1;ITGAM;NCF2;ITGB2;TNF;C3;FCGR3B;IRAK1;IL12B;IL10;JUN;TGFB2;CR1;TGFB1;NOS2;IFNGR1;IFNGR2;FOS;IRAK4;NFKB1;MAPK13;IL4;IL1A;FCGR2A;IFNG;IL1B;HLA-DRA;PTPN6;TAB2;TLR4;TLR2,0,Human Diseases,Infectious disease: parasitic
51,KEGG_2021_Human,Natural killer cell mediated cytotoxicity,44/131,3.790666701400862e-08,2.303558995466678e-07,0,0,2.984593149760653,51.00114209318804,CSF2;SHC1;ITGB2;ARAF;ICAM2;FASLG;KIR2DL2;ITGAL;TNF;KIR2DL3;ICAM1;PPP3R1;KLRK1;FCGR3B;CASP3;TNFSF10;RAC3;KLRC1;BID;HRAS;VAV3;MAP2K1;IFNGR1;IFNGR2;KIR2DS4;SH2D1A;TNFRSF10B;GZMB;NFATC1;TNFRSF10A;KIR3DL1;HLA-A;KIR3DL2;HLA-E;NCR1;IFNG;FAS;KLRD1;CD48;PTPN6;ULBP2;LAT;CD244;IFNAR1,0,Organismal Systems,Immune system
52,KEGG_2021_Human,Influenza A,53/172,4.5185609270430915e-08,2.694085382916258e-07,0,0,2.631610693057711,44.5070821084956,CXCL8;CALCOCO2;FASLG;TNF;ICAM1;CASP9;CASP8;AKT2;CASP3;AKT3;TNFSF10;CASP1;EP300;IL12B;TRIM25;IKBKG;TPSAB1;PRSS2;MAP2K1;DDX58;IFNGR1;IFNGR2;IL18;IRAK4;TMPRSS11D;TNFRSF1A;IL1A;HNRNPUL1;IFNG;TRAF3;IL1B;TLR4;TLR3;IFNAR1;TPSD1;PLG;DNAJB1;CCL5;CCL2;FADD;BID;IL33;STAT2;EIF2AK2;TNFRSF10B;TNFRSF10A;NFKB1;CXCL10;IL6;MAVS;HLA-DRA;BAX;FAS,0,Human Diseases,Infectious disease: viral
53,KEGG_2021_Human,Graft-versus-host disease,21/42,6.432679372408955e-08,3.7643086697800553e-07,0,0,5.877325982081323,97.3243429746477,CD86;CD80;GZMB;FASLG;KIR3DL1;HLA-A;KIR3DL2;KIR2DL2;KIR2DL3;TNF;IL2;HLA-E;IL1A;IL6;IFNG;IL1B;CD28;FAS;HLA-DRA;KLRD1;KLRC1,0,Human Diseases,Immune disease
54,KEGG_2021_Human,Epstein-Barr virus infection,59/202,6.843314571762685e-08,3.931795281230924e-07,0,0,2.439509512833536,40.245585078181584,CD40;CDKN1A;CD3G;CD3E;ITGAL;CD3D;TNF;ICAM1;CASP9;CCND2;CASP8;AKT2;CASP3;AKT3;BLNK;PSMD1;IKBKG;B2M;PDIA3;CR2;DDX58;TAP1;TRAF2;HLA-A;IRAK4;HLA-E;FCER2;CCNE1;TRAF3;TP53;TLR2;IFNAR1;RELB;MAPK9;BCL2L11;IRAK1;FADD;CD58;BID;MAP2K6;LYN;JUN;GADD45B;STAT2;EIF2AK2;NFKB1;NFKB2;MAPK13;CXCL10;IL6;MAVS;PSMC3;BCL2;FAS;HLA-DRA;BAX;TAB2;VIM;NFKBIE,0,Human Diseases,Infectious disease: viral
55,KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,57/193,7.448344904983708e-08,4.202994624955093e-07,0,0,2.4774152333648045,40.661045493030784,CD86;CDKN1A;CSF2;CXCL8;CXCL1;CXCL3;FGF2;ICAM1;GNGT1;CASP9;CASP8;AKT2;CASP3;AKT3;EP300;IKBKG;HRAS;GABARAPL1;MAP2K1;IFNGR1;TRAF2;HLA-A;FOS;HLA-E;TNFRSF1A;CD200R1;TRAF3;MAPKAPK2;IL6ST;TP53;TLR3;IFNAR1;BECN1;SRC;PDGFB;ITPR1;HIF1A;GABARAP;C3;MAPK9;PPP3R1;FADD;BID;MAP2K6;LYN;JUN;ANGPT2;STAT2;NFATC3;EIF2AK2;NFATC1;NFKB1;VEGFA;MAPK13;IL6;FAS;BAX,0,Human Diseases,Infectious disease: viral
56,KEGG_2021_Human,C-type lectin receptor signaling pathway,37/104,8.401720386880206e-08,4.657795863603763e-07,0,0,3.2548794489093,53.02929098955336,CLEC4M;SRC;ITPR1;LSP1;TNF;RELB;MAPK9;PPP3R1;CASP8;RRAS;CLEC7A;AKT2;AKT3;CASP1;IL12B;IKBKG;CLEC1B;HRAS;CCL17;IL10;JUN;ARHGEF12;CCL22;STAT2;NFATC3;NFATC1;IL2;NFKB1;NFKB2;MAPK13;IL6;CLEC4D;CD209;CLEC6A;IL1B;MAPKAPK2;IL17D,0,Organismal Systems,Immune system
57,KEGG_2021_Human,Type I diabetes mellitus,21/43,1.0842040011974029e-07,5.895866669861514e-07,0,0,5.609845874318652,89.96649835060757,CD86;PTPRN2;CD80;GAD1;ICA1;GAD2;GZMB;FASLG;HLA-A;TNF;IL2;HLA-E;IL1A;IFNG;IL1B;CD28;LTA;IL12B;CPE;FAS;HLA-DRA,0,Human Diseases,Endocrine and metabolic disease
58,KEGG_2021_Human,Cholesterol metabolism,23/50,1.100810549119713e-07,5.895866669861514e-07,0,0,5.008301404853129,80.24324991266685,SCARB1;LRPAP1;LRP1;SORT1;APOA2;PCSK9;APOA1;LCAT;LPL;APOA4;LRP2;NPC2;APOH;APOC1;ANGPTL3;CD36;ANGPTL4;APOE;LDLRAP1;LPA;APOB;LDLR;PLTP,0,Organismal Systems,Digestive system
59,KEGG_2021_Human,African trypanosomiasis,19/37,1.5822450721282842e-07,8.218728578170475e-07,0,0,6.200661922252832,97.0977206673381,IL10;VCAM1;LAMA4;IL18;APOA1;FASLG;TNF;SELE;ICAM1;IL6;IFNG;IL1B;IL12B;FAS;APOL1;PLCB1;PLCB2;THOP1;IDO1,0,Human Diseases,Infectious disease: parasitic
60,KEGG_2021_Human,Human papillomavirus infection,84/331,1.597543329485187e-07,8.218728578170475e-07,0,0,2.0160488739120948,31.550416158001862,ITGB1;CDKN1A;ITGB5;TNC;PTEN;FASLG;FZD10;TNF;COMP;CCND2;CASP8;TNN;AKT2;CASP3;AKT3;EP300;TNR;ITGAV;ITGB7;IKBKG;ITGB6;HRAS;PDGFRB;ATP6V1G1;MAP2K1;ATP6V1G2;VWF;ITGA2;AXIN1;PPP2R5A;SCRIB;TSC1;HLA-A;WNT9A;HLA-E;TNFRSF1A;CREB3;COL2A1;NFX1;CCNE1;COL4A1;TRAF3;PARD3;COL4A4;COL6A3;ITGA6;ITGA5;TP53;TLR3;IFNAR1;NOTCH2;NOTCH3;TNXB;NOTCH1;LAMA1;LAMA4;PXN;THBS2;EGFR;FOXO1;THBS4;SLC9A3R1;CHAD;SPP1;EIF4EBP1;FADD;ATP6V1D;ATP6V1F;EGF;STAT2;FN1;EIF2AK2;FZD8;LAMB1;NFKB1;VEGFA;COL1A1;ITGA11;TADA3;COL9A1;GNAS;FAS;BAX;COL9A2,0,Human Diseases,Infectious disease: viral
61,KEGG_2021_Human,Pathogenic Escherichia coli infection,57/197,1.61253535394484e-07,8.218728578170475e-07,0,0,2.4060637025221814,37.63152914933121,ITGB1;CXCL8;BRK1;FASLG;WASL;TNF;CASP9;CASP7;CASP8;TUBB3;CASP3;CASP4;TNFSF10;CASP1;NCK2;IKBKG;ARHGEF12;IL1R1;F2R;IL18;TRAF2;FOS;IRAK4;F2;TNFRSF1A;IL1B;HCLS1;MYH9;ARHGEF1;EZR;TLR4;GAPDH;ARF6;TMED10;SRC;CYTH3;SLC9A3R1;MAPK9;IRAK1;MYO6;ABL1;FADD;WASF1;WASF3;JUN;TNFRSF10B;TNFRSF10A;BAIAP2;NFKB1;MAPK13;OCLN;IL6;FCGR2A;FAS;BAX;TAB2;PTPN6,0,Human Diseases,Infectious disease: bacterial
62,KEGG_2021_Human,Nitrogen metabolism,12/17,2.804179873027133e-07,1.4065410156771016e-06,0,0,14.075163174166953,212.35176913791383,CA12;CA1;CA3;CA2;CA5A;CA4;CA7;CA6;CA9;CA8;CA14;CA13,0,Metabolism,Energy metabolism
63,KEGG_2021_Human,Human cytomegalovirus infection,62/225,3.213928206051824e-07,1.586877051738088e-06,0,0,2.248705352069185,33.61949810840588,ATF2;CDKN1A;CXCL8;FASLG;TNF;CX3CL1;CRKL;GNGT1;CASP9;CASP8;AKT2;CASP3;AKT3;RAC3;ITGAV;IKBKG;B2M;HRAS;IL6R;PDIA3;PDGFRA;MAP2K1;ARHGEF12;IL1R1;TAP1;TSC1;TRAF2;HLA-A;HLA-E;TNFRSF1A;CREB3;IL1B;ARHGEF1;PLCB1;TP53;PLCB2;ATF4;SRC;PXN;ITPR1;EGFR;PPP3R1;CCL5;CCL4;EIF4EBP1;CCL3;CCL2;FADD;BID;MAP2K6;IL10RB;IL10RA;NFATC3;NFATC1;NFKB1;VEGFA;MAPK13;IL6;CXCL12;GNAS;FAS;BAX,0,Human Diseases,Infectious disease: viral
64,KEGG_2021_Human,Legionellosis,24/57,4.521797495568708e-07,2.1982892439995563e-06,0,0,4.275831791526858,62.46642220434411,CXCL8;ITGAM;CR1;ITGB2;IL18;CXCL1;HSPA2;CXCL3;TNF;NFKB1;NFKB2;CASP9;C3;CASP7;IL6;CASP8;CASP3;IL1B;CASP1;IL12B;CD14;TLR4;TLR2;HSPA1A,0,Human Diseases,Infectious disease: bacterial
65,KEGG_2021_Human,Colorectal cancer,31/86,6.596314662999323e-07,3.120659157732212e-06,0,0,3.317502829121086,47.21332198187192,CDKN1A;RALB;ARAF;TGFA;AREG;EGFR;CASP9;MAPK9;BCL2L11;AKT2;CASP3;AKT3;RAC3;HRAS;SMAD2;MAP2K1;JUN;TGFB2;SMAD3;TGFB1;GADD45B;DCC;EGF;AXIN1;FOS;TGFBR1;EREG;TGFBR2;BCL2;BAX;TP53,0,Human Diseases,Cancer: specific types
66,KEGG_2021_Human,Protein digestion and absorption,35/103,6.616587454685386e-07,3.120659157732212e-06,0,0,3.0313823936776925,43.1320726000002,CELA3A;COL18A1;CPB2;COL15A1;CPB1;ELN;PRCP;DPP4;PRSS2;COL28A1;CPA2;CPA1;CELA2A;COL24A1;MME;CTRB1;ATP1B4;ATP1B3;ATP1B2;ATP1B1;PGA4;COL1A1;ACE2;COL3A1;COL2A1;COL5A1;CTRL;MEP1B;COL4A1;MEP1A;XPNPEP2;COL4A4;COL9A1;COL6A3;COL9A2,0,Organismal Systems,Digestive system
67,KEGG_2021_Human,Gastric cancer,45/149,8.523672070917207e-07,3.9610005506027024e-06,0,0,2.551802132891431,35.66206869708307,CDKN1A;SHC1;ARAF;FZD10;FGF2;FGF3;EGFR;FGF5;FGF6;FGF7;SHH;MUC2;FGF9;CDH1;AKT2;AKT3;ERBB2;FGF20;CTNNA1;FGF23;HRAS;FGF21;SMAD2;MAP2K1;TGFB2;SMAD3;TGFB1;GADD45B;EGF;HGF;REG4;AXIN1;FZD8;WNT9A;TGFBR1;TGFBR2;FGF16;CCNE1;FGF19;BCL2;BAX;TP53;CDH17;MET;FGFR2,0,Human Diseases,Cancer: specific types
68,KEGG_2021_Human,Small cell lung cancer,32/92,1.0954695036202985e-06,5.0169327991886125e-06,0,0,3.139305891848265,43.08486223314291,ITGB1;CDKN1A;LAMA1;MAX;LAMA4;PTEN;XIAP;FHIT;CASP9;AKT2;CASP3;AKT3;ITGAV;IKBKG;ZBTB17;GADD45B;NOS2;ITGA2;FN1;TRAF2;LAMB1;NFKB1;CCNE1;COL4A1;TRAF3;COL4A4;BCL2;BAX;ITGA6;TP53;BIRC2;BCL2L1,0,Human Diseases,Cancer: specific types
69,KEGG_2021_Human,Viral myocarditis,24/60,1.3879422641803349e-06,6.2655679354426535e-06,0,0,3.918822582499713,52.85585746893939,CD86;CD40;CXADR;LAMA1;CD80;ITGB2;HLA-A;ITGAL;ICAM1;HLA-E;CASP9;CASP8;CD40LG;CASP3;DAG1;ABL1;CD28;RAC3;HLA-DRA;DMD;BID;EIF4G3;CD55;EIF4G1,0,Human Diseases,Cardiovascular disease
70,KEGG_2021_Human,Allograft rejection,18/38,1.5544951754815004e-06,6.918598245804988e-06,0,0,5.284440619621343,70.6760097184184,CD86;IL10;CD40;CD80;GZMB;FASLG;HLA-A;TNF;IL2;HLA-E;IL4;CD40LG;IL5;IFNG;CD28;IL12B;FAS;HLA-DRA,0,Human Diseases,Immune disease
